"Gene ID","source_id","Product Description","Gene Type","Input ID","Gene Name or Symbol","Computed GO Component IDs","Computed GO Components","Computed GO Function IDs","Computed GO Functions","Computed GO Process IDs","Computed GO Processes","Curated GO Component IDs","Curated GO Components","Curated GO Function IDs","Curated GO Functions","Curated GO Process IDs","Curated GO Processes"
"TGME49_210235","TGME49_210235-t26_1","hypothetical protein","protein coding gene","TGME49_210235","N/A","GO:0016021","integral component of membrane","GO:0005509","calcium ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210245","TGME49_210245-t26_1","hypothetical protein","protein coding gene","TGME49_210245","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210255","TGME49_210255-t26_1","hypothetical protein","protein coding gene","TGME49_210255","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210260","TGME49_210260-t26_1","NAD-dependent glycerol-3-phosphate dehydrogenase","protein coding gene","TGME49_210260","N/A","GO:0005737;GO:0009331","cytoplasm;glycerol-3-phosphate dehydrogenase complex","GO:0051287;GO:0004367;GO:0016491;GO:0016614;GO:0016616;GO:0042803","NAD binding;glycerol-3-phosphate dehydrogenase [NAD+] activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;protein homodimerization activity","GO:0005975;GO:0046168;GO:0006072;GO:0055114","carbohydrate metabolic process;glycerol-3-phosphate catabolic process;glycerol-3-phosphate metabolic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210270","TGME49_210270-t26_1","hypothetical protein","protein coding gene","TGME49_210270","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210280","TGME49_210280-t26_1","PEK kinase","protein coding gene","TGME49_210280","N/A","N/A","N/A","GO:0005524;GO:0004687;GO:0004672","ATP binding;myosin light chain kinase activity;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210300","TGME49_210300-t26_1","hypothetical protein","protein coding gene","TGME49_210300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210310","TGME49_210310-t26_1","hypothetical protein","protein coding gene","TGME49_210310","N/A","N/A","N/A","GO:0018024","histone-lysine N-methyltransferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210320","TGME49_210320-t26_1","SAG-related sequence SRS37A","protein coding gene","TGME49_210320","SRS37A","GO:0016020","membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210330","TGME49_210330-t26_1","SAG-related sequence SRS37B","protein coding gene","TGME49_210330","SRS37B","GO:0016020","membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210345","TGME49_210345-t26_1","hypothetical protein","protein coding gene","TGME49_210345","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210360","TGME49_210360-t26_1","DEAD (Asp-Glu-Ala-Asp) box polypeptide 41 family protein","protein coding gene","TGME49_210360","N/A","N/A","N/A","GO:0005524;GO:0004386;GO:0003676","ATP binding;helicase activity;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210370","TGME49_210370-t26_1","hypothetical protein","protein coding gene","TGME49_210370","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210380","TGME49_210380-t26_1","hypothetical protein","protein coding gene","TGME49_210380","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210390","TGME49_210390-t26_1","WD domain, G-beta repeat-containing protein","protein coding gene","TGME49_210390","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210400","TGME49_210400-t26_1","hypothetical protein","protein coding gene","TGME49_210400","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210408","TGME49_210408-t26_1","HMG (high mobility group) box domain-containing protein","protein coding gene","TGME49_210408","N/A","GO:0005634","nucleus","GO:0003677;GO:0005515","DNA binding;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210412","TGME49_210412-t26_1","hypothetical protein","protein coding gene","TGME49_210412","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210420","TGME49_210420-t26_1","hypothetical protein","protein coding gene","TGME49_210420","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210430","TGME49_210430-t26_1","DnaJ domain-containing protein","protein coding gene","TGME49_210430","N/A","N/A","N/A","GO:0031072;GO:0005515","heat shock protein binding;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210440","TGME49_210440-t26_1","polynucleotide adenylyltransferase","protein coding gene","TGME49_210440","N/A","N/A","N/A","GO:0016779;GO:0004652","nucleotidyltransferase activity;polynucleotide adenylyltransferase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210450","TGME49_210450-t26_1","hypothetical protein","protein coding gene","TGME49_210450","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210460","TGME49_210460-t26_1","hypothetical protein","protein coding gene","TGME49_210460","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210478","TGME49_210478-t26_1","hypothetical protein","protein coding gene","TGME49_210478","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210482","TGME49_210482-t26_1","hypothetical protein","protein coding gene","TGME49_210482","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210490","TGME49_210490-t26_1","hypothetical protein","protein coding gene","TGME49_210490","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210600","TGME49_210600-t26_1","KRUF family protein","protein coding gene","TGME49_210600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210682","TGME49_210682-t26_1","hypothetical protein","protein coding gene","TGME49_210682","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210690","TGME49_210690-t26_1","ribosomal protein RPS6","protein coding gene","TGME49_210690","RPS6","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210700","TGME49_210700-t26_1","hypothetical protein","protein coding gene","TGME49_210700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210715","TGME49_210715-t26_1","hypothetical protein","protein coding gene","TGME49_210715","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210730","TGME49_210730-t26_1","ATP-dependent hsl protease ATP-binding subunit hslU, putative","protein coding gene","TGME49_210730","N/A","GO:0009376","HslUV protease complex","GO:0005524;GO:0016887;GO:0070011","ATP binding;ATP hydrolysis activity;peptidase activity, acting on L-amino acid peptides","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210740","TGME49_210740-t26_1","hypothetical protein","protein coding gene","TGME49_210740","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210750","TGME49_210750-t26_1","Ferredoxin-fold anticodon binding domain-containing protein","protein coding gene","TGME49_210750","N/A","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0000287;GO:0000166;GO:0004826;GO:0000049","ATP binding;aminoacyl-tRNA ligase activity;magnesium ion binding;nucleotide binding;phenylalanine-tRNA ligase activity;tRNA binding","GO:0006432;GO:0043039;GO:0008033","phenylalanyl-tRNA aminoacylation;tRNA aminoacylation;tRNA processing","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210760","TGME49_210760-t26_1","glutamine amidotransferase-related, putative","protein coding gene","TGME49_210760","N/A","N/A","N/A","GO:0016787;GO:0016740","hydrolase activity;transferase activity","GO:0006541","glutamine metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210770","TGME49_210770-t26_1","hypothetical protein","protein coding gene","TGME49_210770","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210778","TGME49_210778-t26_1","hemimethylated DNA binding domain-containing protein","protein coding gene","TGME49_210778","N/A","N/A","N/A","GO:0003677","DNA binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210781","TGME49_210781-t26_1","ubiquitin carboxyl-terminal hydrolase","protein coding gene","TGME49_210781","N/A","N/A","N/A","GO:0004221;GO:0036459","obsolete ubiquitin thiolesterase activity;thiol-dependent ubiquitinyl hydrolase activity","GO:0016579;GO:0006511","protein deubiquitination;ubiquitin-dependent protein catabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210783","TGME49_210783-t26_1","hypothetical protein","protein coding gene","TGME49_210783","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210787","TGME49_210787-t26_1","Erv1 / Alr family protein","protein coding gene","TGME49_210787","N/A","N/A","N/A","GO:0016971;GO:0016972","flavin-linked sulfhydryl oxidase activity;thiol oxidase activity","GO:0055114","obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210790","TGME49_210790-t26_1","dihydroorotate dehydrogenase reveal, putative","protein coding gene","TGME49_210790","N/A","GO:0005737;GO:0016021;GO:0016020","cytoplasm;integral component of membrane;membrane","GO:0003824;GO:1990663;GO:0004152;GO:0004158;GO:0016627","catalytic activity;dihydroorotate dehydrogenase (fumarate) activity;dihydroorotate dehydrogenase activity;dihydroorotate oxidase activity;oxidoreductase activity, acting on the CH-CH group of donors","GO:0006207;GO:0006222;GO:0055114","'de novo' pyrimidine nucleobase biosynthetic process;UMP biosynthetic process;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210800","TGME49_210800-t26_1","activator of hsp90 ATPase, putative","protein coding gene","TGME49_210800","N/A","N/A","N/A","GO:0001671;GO:0051879;GO:0051087","ATPase activator activity;Hsp90 protein binding;chaperone binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210810","TGME49_210810-t26_1","hypothetical protein","protein coding gene","TGME49_210810","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210820","TGME49_210820-t26_1","hypothetical protein","protein coding gene","TGME49_210820","N/A","GO:0016021","integral component of membrane","GO:0005337","nucleoside transmembrane transporter activity","GO:1901642","nucleoside transmembrane transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210830","TGME49_210830-t26_1","RIO1 family protein","protein coding gene","TGME49_210830","N/A","N/A","N/A","GO:0005524;GO:0003824;GO:0004674","ATP binding;catalytic activity;protein serine/threonine kinase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210840","TGME49_210840-t26_1","arginyl-tRNA synthetase family protein","protein coding gene","TGME49_210840","N/A","GO:0005737","cytoplasm","GO:0005524;GO:0004812;GO:0004814;GO:0000166","ATP binding;aminoacyl-tRNA ligase activity;arginine-tRNA ligase activity;nucleotide binding","GO:0006420;GO:0006418","arginyl-tRNA aminoacylation;tRNA aminoacylation for protein translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210950","TGME49_210950-t26_1","oocyst wall protein","protein coding gene","TGME49_210950","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210960","TGME49_210960-t26_1","replication factor C subunit 4, putative","protein coding gene","TGME49_210960","N/A","N/A","N/A","GO:0005524;GO:0016887;GO:0003677;GO:0003887;GO:0009378","ATP binding;ATP hydrolysis activity;DNA binding;DNA-directed DNA polymerase activity;four-way junction helicase activity","GO:0006310;GO:0006281;GO:0006260","DNA recombination;DNA repair;DNA replication","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210975","TGME49_210975-t26_1","hypothetical protein","protein coding gene","TGME49_210975","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210980","TGME49_210980-t26_1","alternative splicing type 3 and, putative","protein coding gene","TGME49_210980","N/A","GO:0005685","U1 snRNP","GO:0003729","mRNA binding","GO:0006376","mRNA splice site selection","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_210990","TGME49_210990-t26_1","hypothetical protein","protein coding gene","TGME49_210990","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211000","TGME49_211000-t26_1","hypothetical protein","protein coding gene","TGME49_211000","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211010","TGME49_211010-t26_1","hypothetical protein","protein coding gene","TGME49_211010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211015","TGME49_211015-t26_1","hypothetical protein","protein coding gene","TGME49_211015","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211020","TGME49_211020-t26_1","RNA recognition motif-containing protein","protein coding gene","TGME49_211020","N/A","N/A","N/A","GO:0003723;GO:0003676","RNA binding;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211030","TGME49_211030-t26_1","hypothetical protein","protein coding gene","TGME49_211030","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211040","TGME49_211040-t26_1","Sec61beta family protein","protein coding gene","TGME49_211040","N/A","GO:0005784;GO:0016021","Sec61 translocon complex;integral component of membrane","N/A","N/A","GO:0006886","intracellular protein transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211050","TGME49_211050-t26_1","ATPase, AAA family protein","protein coding gene","TGME49_211050","N/A","N/A","N/A","GO:0005524;GO:0016887;GO:0005515","ATP binding;ATP hydrolysis activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211090","TGME49_211090-t26_1","aminotransferase, class V superfamily protein","protein coding gene","TGME49_211090","N/A","N/A","N/A","GO:0016831;GO:0003824;GO:0031071;GO:0016829;GO:0030170;GO:0008483","carboxy-lyase activity;catalytic activity;cysteine desulfurase activity;lyase activity;pyridoxal phosphate binding;transaminase activity","GO:0044571;GO:0019752;GO:0006520;GO:0008152","[2Fe-2S] cluster assembly;carboxylic acid metabolic process;cellular amino acid metabolic process;metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211150","TGME49_211150-t26_1","hypothetical protein","protein coding gene","TGME49_211150","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211220","TGME49_211220-t26_1","hypothetical protein","protein coding gene","TGME49_211220","N/A","GO:0005634;GO:0000808","nucleus;origin recognition complex","GO:0003677","DNA binding","GO:0006260","DNA replication","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211230","TGME49_211230-t26_1","eukaryotic initiation factor-2B, alpha subunit, putative","protein coding gene","TGME49_211230","N/A","N/A","N/A","GO:0046523;GO:0003743","S-methyl-5-thioribose-1-phosphate isomerase activity;translation initiation factor activity","GO:0044237","cellular metabolic process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211240","TGME49_211240-t26_1","peptidyl-tRNA hydrolase, putative","protein coding gene","TGME49_211240","N/A","GO:0016021","integral component of membrane","GO:0004045","aminoacyl-tRNA hydrolase activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211250","TGME49_211250-t26_1","hypothetical protein","protein coding gene","TGME49_211250","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211260","TGME49_211260-t26_1","rhoptry kinase family protein ROP26 (incomplete catalytic triad)","protein coding gene","TGME49_211260","ROP26","N/A","N/A","GO:0005524;GO:0004672","ATP binding;protein kinase activity","GO:0006468","protein phosphorylation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211270","TGME49_211270-t26_1","sushi domain (scr repeat) domain-containing protein","protein coding gene","TGME49_211270","N/A","GO:0016021;GO:0016020","integral component of membrane;membrane","N/A","N/A","GO:0030154","cell differentiation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211280","TGME49_211280-t26_1","hypothetical protein","protein coding gene","TGME49_211280","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211290","TGME49_211290-t26_1","rhoptry protein ROP15","protein coding gene","TGME49_211290","ROP15","N/A","N/A","N/A","N/A","N/A","N/A","GO:0045177","apical part of cell","N/A","N/A","N/A","N/A"
"TGME49_211300","TGME49_211300-t26_1","DUF74 family protein, putative","protein coding gene","TGME49_211300","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211310","TGME49_211310-t26_1","hypothetical protein","protein coding gene","TGME49_211310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211320","TGME49_211320-t26_1","hypothetical protein","protein coding gene","TGME49_211320","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211330","TGME49_211330-t26_1","methionine aminopeptidase","protein coding gene","TGME49_211330","N/A","N/A","N/A","GO:0004177;GO:0046872;GO:0070006;GO:0008235","aminopeptidase activity;metal ion binding;metalloaminopeptidase activity;metalloexopeptidase activity","GO:0009987;GO:0070084;GO:0006508","cellular process;protein initiator methionine removal;proteolysis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211340","TGME49_211340-t26_1","hypothetical protein","protein coding gene","TGME49_211340","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211350","TGME49_211350-t26_1","CBS domain-containing protein","protein coding gene","TGME49_211350","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211360","TGME49_211360-t26_1","hypothetical protein","protein coding gene","TGME49_211360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211370","TGME49_211370-t26_1","tetratricopeptide repeat-containing protein","protein coding gene","TGME49_211370","N/A","GO:0005929;GO:0030117","cilium;membrane coat","GO:0005515;GO:0005198","protein binding;structural molecule activity","GO:0006886;GO:0035721;GO:0016192","intracellular protein transport;intraciliary retrograde transport;vesicle-mediated transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211390","TGME49_211390-t26_1","hypothetical protein","protein coding gene","TGME49_211390","N/A","N/A","N/A","GO:0008641","ubiquitin-like modifier activating enzyme activity","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211400","TGME49_211400-t26_1","DEAD/DEAH box helicase domain-containing protein","protein coding gene","TGME49_211400","N/A","N/A","N/A","GO:0005524;GO:0004386;GO:0003676","ATP binding;helicase activity;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211410","TGME49_211410-t26_1","translation initiation factor sui1 protein","protein coding gene","TGME49_211410","N/A","N/A","N/A","GO:0003723;GO:0003743","RNA binding;translation initiation factor activity","GO:0001731;GO:0006413","formation of translation preinitiation complex;translational initiation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211420","TGME49_211420-t26_1","RNA recognition motif-containing protein","protein coding gene","TGME49_211420","N/A","N/A","N/A","GO:0003723;GO:0003676","RNA binding;nucleic acid binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211430","TGME49_211430-t26_1","leucine rich repeat-containing protein","protein coding gene","TGME49_211430","N/A","N/A","N/A","GO:0005515","protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211440","TGME49_211440-t26_1","hypothetical protein","protein coding gene","TGME49_211440","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211450","TGME49_211450-t26_1","hypothetical protein","protein coding gene","TGME49_211450","N/A","GO:0016021","integral component of membrane","GO:0003723;GO:0009982","RNA binding;pseudouridine synthase activity","GO:0009451;GO:0001522","RNA modification;pseudouridine synthesis","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211460","TGME49_211460-t26_1","hypothetical protein","protein coding gene","TGME49_211460","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211470","TGME49_211470-t26_1","Fcf2 pre-rRNA processing protein","protein coding gene","TGME49_211470","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211480","TGME49_211480-t26_1","GTP-binding protein engA, putative","protein coding gene","TGME49_211480","N/A","GO:0016021","integral component of membrane","GO:0005525;GO:0003924;GO:0015093","GTP binding;GTPase activity;ferrous iron transmembrane transporter activity","GO:0006826","iron ion transport","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211600","TGME49_211600-t26_1","hypothetical protein","protein coding gene","TGME49_211600","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211610","TGME49_211610-t26_1","hypothetical protein","protein coding gene","TGME49_211610","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211630","TGME49_211630-t26_1","hypothetical protein","protein coding gene","TGME49_211630","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211640","TGME49_211640-t26_1","hypothetical protein","protein coding gene","TGME49_211640","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211650","TGME49_211650-t26_1","hypothetical protein","protein coding gene","TGME49_211650","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211660","TGME49_211660-t26_1","hypothetical protein","protein coding gene","TGME49_211660","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211670","TGME49_211670-t26_1","S1 RNA binding domain-containing protein","protein coding gene","TGME49_211670","N/A","N/A","N/A","GO:0003723;GO:0003676;GO:0004654;GO:0008270","RNA binding;nucleic acid binding;polyribonucleotide nucleotidyltransferase activity;zinc ion binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211675","TGME49_211675-t26_1","hypothetical protein","protein coding gene","TGME49_211675","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211680","TGME49_211680-t26_1","protein disulfide isomerase","protein coding gene","TGME49_211680","N/A","GO:0005623","obsolete cell","GO:0016209;GO:0005509;GO:0004579;GO:0016757;GO:0016491;GO:0003756","antioxidant activity;calcium ion binding;dolichyl-diphosphooligosaccharide-protein glycotransferase activity;glycosyltransferase activity;oxidoreductase activity;protein disulfide isomerase activity","GO:0045454;GO:0055114","cell redox homeostasis;obsolete oxidation-reduction process","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211690","TGME49_211690-t26_1","AAA family protein","protein coding gene","TGME49_211690","N/A","N/A","N/A","GO:0003723","RNA binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211695","TGME49_211695-t26_1","hypothetical protein","protein coding gene","TGME49_211695","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211700","TGME49_211700-t26_1","hypothetical protein","protein coding gene","TGME49_211700","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211710","TGME49_211710-t26_1","TB2/DP1, HVA22 family protein","protein coding gene","TGME49_211710","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211720","TGME49_211720-t26_1","AP2 domain transcription factor AP2IV-5","protein coding gene","TGME49_211720","AP2IV5","N/A","N/A","GO:0003700","DNA-binding transcription factor activity","GO:0006355","regulation of transcription, DNA-templated","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211730","TGME49_211730-t26_1","histone lysine methyltransferase SET8","protein coding gene","TGME49_211730","SET8","N/A","N/A","GO:0018024;GO:0005515","histone-lysine N-methyltransferase activity;protein binding","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211850","TGME49_211850-t26_1","hypothetical protein","protein coding gene","TGME49_211850","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211860","TGME49_211860-t26_1","hypothetical protein","protein coding gene","TGME49_211860","N/A","GO:0016021","integral component of membrane","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211870","TGME49_211870-t26_1","LSU ribosomal protein L18P, putative","protein coding gene","TGME49_211870","N/A","GO:0005622;GO:0005840","intracellular anatomical structure;ribosome","GO:0003735","structural constituent of ribosome","GO:0006412","translation","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211880","TGME49_211880-t26_1","hypothetical protein","protein coding gene","TGME49_211880","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211890","TGME49_211890-t26_1","RAP domain-containing protein","protein coding gene","TGME49_211890","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211910","TGME49_211910-t26_1","kinesin-related protein 3A, putative","protein coding gene","TGME49_211910","N/A","GO:0005874","microtubule","GO:0005524;GO:0008017;GO:0003777","ATP binding;microtubule binding;microtubule motor activity","GO:0007018","microtubule-based movement","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_211920","TGME49_211920-t26_1","hypothetical protein","protein coding gene","TGME49_211920","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TGME49_212075","TGME49_212075-t26_1","hypothetical protein","protein coding gene","TGME49_212075","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
